db_col_name,csv_col_name
Less_Than_21_Days_Login,Less_Than_21_Days_Login
Di_More21dayslogin,Di_More21dayslogin
Total_Logins,Total_Logins
Total_Mobile_Logins,Total_Mobile_Logins
Total_Pc_Logins_In_30_Days,Total_Pc_Logins_In_30_Days
Risk_Client_Risk_Code,Risk_Client_Risk_Code
Amount_Purchased,Amount_Purchased
Amount_Deposited,Amount_Deposited
Instalment_Fee_Additional_Fees,Instalment_Fee_Additional_Fees
Amount_Financed,Amount_Financed
Amount_Pts,Amount_Pts
Amount_Received_Coll,Amount_Received_Coll
Amount_Received_On_Plan,Amount_Received_On_Plan
Since_Date,Since_Date
Property_Reference_Di_Proptype,Property_Reference_Di_Proptype
Pooltype,Pooltype
Nab_Dfn_Arrears,Nab_Dfn_Arrears
Charge_Off_Date_1,DI_Charge_Off_Date
Di_Chargeoffamt,Di_Chargeoffamt
Original_Dfn_Arrears_Amount,Original_Dfn_Arrears_Amount
Nab_Updated_Balance,Nab_Updated_Balance
Nab_Balance_Update_Date,Nab_Balance_Update_Date
Last_Cash_Advance_Date,Last_Cash_Advance_Date
Next_Payment_Due,Next_Payment_Due
Next_Payment_Amount,Next_Payment_Amount
Write_off_Date_1,DI_Write-off_Date
Barcode_Data_Unique_Key,Barcode_Data_Unique_Key
Ocr_Line,Ocr_Line
Age_Days,Age_Days
Service_Count,Service_Count
On_Arrangement,On_Arrangement
Last_date_of_travel,Last_date_of_travel
Bank_Branch,Bank_Branch
Experian_Def_Listing_Date,Experian_Def_Listing_Date
Experian_Listing_Amount,Experian_Listing_Amount
Experian_Listing_Status,Experian_Listing_Status
Veda_Def_Listing_Date,Veda_Def_Listing_Date
Veda_Listing_Amount,Veda_Listing_Amount
Veda_Listing_Status,Veda_Listing_Status
Dnb_Def_Listing_Date,Dnb_Def_Listing_Date
Dnb_Listing_Amount,Dnb_Listing_Amount
Dnb_Listing_Status,Dnb_Listing_Status
Nab_Referral_Type,Nab_Referral_Type
Di_Refund,Di_Refund
Di_Refundbsb,Di_Refundbsb
Di_Refundaccno,Di_Refundaccno
Di_Refundaccname,Di_Refundaccname
Original_Debt_Amount,Original_Debt_Amount
Not_Yet_Due,Not_Yet_Due
Current_Ptp_Status,Current_Ptp_Status
Current_Ptp_Amount,Current_Ptp_Amount
Current_Ptp_Date,Current_Ptp_Date
Current_Ptp_Frequency,Current_Ptp_Frequency
Last_Ptp_Date,Last_Ptp_Date
Last_Ptpt_Freq,Last_Ptpt_Freq
Last_Ptp_Amount,Last_Ptp_Amount
Last_Ptp_Status,Last_Ptp_Status
Future_Ptp_1_Amount,Future_Ptp_1_Amount
Future_Ptp_2_Date,Future_Ptp_1_Date
Future_PTP_2_Amount,Future_PTP_2_Amount
Future_Ptp_2_Date_1,Future_Ptp_2_Date
Future_Ptp_3_Amount,Future_Ptp_3_Amount
Future_Ptp_3_Date,Future_Ptp_3_Date
Total_Paid,Total_Paid
Last_Rpc,Last_Rpc
Stat_Barred_Date,Stat_Barred_Date
Dhs_Tenant,Dhs_Tenant
Account_Authorisation,Account_Authorisation
Required_Monthly_Payment_Amount_Last,Required_Monthly_Payment_Amount_-_Last
Required_Monthly_Payment_Amount_Next,Required_Monthly_Payment_Amount_-_Next
Di_Billsmooth,Di_Billsmooth
Di_Credit,Di_Credit
_90_Amount,90+_Amount
Service_Status,Service_Status
Disconnection_Date,Disconnection_Date
Tpi_Name,Tpi_Name
Tpi_Reference_NAB_Internal_Reference_No,Tpi_Reference_NAB_Internal_Reference_No.
Arrange_Conf_By,Arrange_Conf_By
Equifax_Flag,Equifax_Flag
